RIVAL,PLAY #,HF,ODK,SERIES,DN,DIST,YARD LN,OFF FORM,OFF STR,MOTION,MOTION DIR,OFF PLAY,PLAY TYPE,RESULT,PI,PC,GN/LS,PLAY DIR,PASS ZONE,COVERAGE,PASSER_Jersey,PASSER_Name,RECEIVER_Jersey,RECEIVER_Name,INTERCEPTED BY_Jersey,INTERCEPTED BY_Name,KEY PLAYER_Jersey,KEY PLAYER_Name,TACKLER1_Jersey,TACKLER1_Name,BLZ_Jersey,BLZ_Name,RUSHER_Jersey,RUSHER_Name
NZL,55,2,D,6,1,20,20,TIGHT,R,,,,Pass,Complete,1,1,7,R,1,DALLAS,,,,,,,,,8,Ana Leal,1,María Vidal,,
NZL,56,2,D,6,2,13,13,SLOT,R,,,,Pass,Incomplete,1,0,0,R,2,DALLAS,,,,,,,,,,,1,María Vidal,,
NZL,57,2,D,6,3,13,13,SLOT,L,,,,Pass,Interception,1,0,0,L,1,DALLAS,,,,,8,Ana Leal,,,,,7,Elvira Núñez Calzado,,
NZL,58,2,O,6,1,19,-6,DOBLE TIGHT,R,,,,Pass,Incomplete,1,0,0,R,2,,10,Monica Rafecas,,,,,,,,,,,,
NZL,59,2,O,6,2,19,-6,DOBLE TIGHT,R,,,,Run,Rush,,,13,L,,,,,,,,,,,,,,,4,Maria del Mar
NZL,60,2,O,6,3,6,-19,SLOT,L,,,,Pass,1st DN,1,1,16,R,6,,10,Monica Rafecas,9,Olga Sotillo Val,,,,,,,,,,
NZL,61,2,O,6,1,15,15,SLOT,R,,,,Pass,"Complete, TD",1,1,15,R,9,,10,Monica Rafecas,3,Violeta Alexandra Wiksten,,,,,,,,,,
NZL,62,2,K,6,0,5,5,SLOT,R,,,,Extra Pt.,No Good,1,0,0,R,6,,10,Monica Rafecas,,,,,,,,,,,,
NZL,63,2,D,7,1,20,-5,BUNCH,L,,,,Pass,Interception,1,0,0,R,9,DALLAS,,,,,6,Laia Girona,,,,,1,María Vidal,,
NZL,64,2,O,7,1,20,20,SLOT,R,,,,Pass,Complete,1,1,12,L,1,,10,Monica Rafecas,7,Elvira Núñez Calzado,,,,,,,,,,
NZL,65,2,O,7,2,8,8,SLOT,R,,,,Pass,Batted Down,1,0,0,L,7,,10,Monica Rafecas,,,,,,,,,,,,
NZL,66,2,O,7,3,8,8,ISO,L,,,,Pass,Incomplete,1,0,0,L,4,,10,Monica Rafecas,,,,,,,,,,,,
NZL,67,2,O,7,4,8,8,ISO,L,,,,Pass,Incomplete,1,0,0,R,6,,10,Monica Rafecas,,,,,,,,,,,,
NZL,68,2,D,8,1,20,-5,SLOT,L,,,,Pass,Complete,1,1,8,R,2,DALLAS,,,,,,,,,13,Cris Gómez,1,María Vidal,,
NZL,69,2,D,8,2,12,-13,TIGHT,L,,,,Pass,Complete,1,1,6,R,3,FALCON,,,,,,,,,13,Cris Gómez,1,María Vidal,,
NZL,70,2,D,8,3,6,-19,SLOT,R,,,,Pass,Complete,1,1,0,L,1,REGULAR,,,,,,,,,5,Estefanía Sastre Lois,7,Elvira Núñez Calzado,,
NZL,71,2,D,8,4,6,-19,DOBLE TIGHT,L,,,,Pass,Penalty,,,,,,,,,,,,,,,,,7,Elvira Núñez Calzado,,
NZL,72,2,O,8,1,20,-5,SLOT,R,,,,Pass,1st DN,1,1,34,R,8,,10,Monica Rafecas,9,Olga Sotillo Val,,,,,,,,,,
NZL,73,2,O,8,1,11,11,TIGHT,L,,,,Run,Rush,,,-6,R,,,,,,,,,,,,,,,4,Maria del Mar
NZL,74,2,O,8,2,17,17,TRIPS,R,,,,Pass,Complete,1,1,9,R,3,,10,Monica Rafecas,3,Violeta Alexandra Wiksten,,,,,,,,,,
NZL,75,2,O,8,3,8,8,SLOT,R,,,,Pass,Complete,1,1,7,R,3,,10,Monica Rafecas,3,Violeta Alexandra Wiksten,,,,,,,,,,
NZL,76,2,O,8,4,1,1,SLOT,L,,,,Pass,"Complete, TD",1,1,1,L,1,,10,Monica Rafecas,11,Emma García,,,,,,,,,,
NZL,77,2,K,8,0,,5,ISO,L,,,,Extra Pt.,Good,1,1,5,R,3,,10,Monica Rafecas,11,Emma García,,,,,,,,,,
NZL,78,2,D,9,1,20,-5,TIGHT,L,,,,Pass,Complete,1,1,7,L,1,,,,,,,,,,,,1,María Vidal,,
NZL,79,2,D,9,2,13,-12,TIGHT,R,,,,Pass,Batted Down,1,0,0,L,7,KANSAS,,,,,,,13,Cris Gómez,,,1,María Vidal,,
NZL,80,2,D,9,3,13,-12,SLOT,L,,,,Pass,1st DN,1,1,14,L,2,KANSAS,,,,,,,13,Cris Gómez,,,7,Elvira Núñez Calzado,,
NZL,81,2,D,9,1,24,24,SLOT,R,,,,Pass,Dropped,1,0,0,L,1,KANSAS,,,,,,,,,,,7,Elvira Núñez Calzado,,
NZL,82,2,D,9,2,24,24,SLOT,R,,,,Pass,Complete,1,1,9,R,3,JAULA,,,,,,,2,Victoria Sanchez Segarra,,,1,María Vidal,,
NZL,83,2,D,9,3,15,15,SPREAD BUNCH,L,,,,Pass,Complete,1,1,8,L,2,JAULA,,,,,,,2,Victoria Sanchez Segarra,,,1,María Vidal,,
NZL,84,2,D,9,4,7,7,SLOT,R,,,,Pass,Incomplete,1,0,0,L,1,REGULAR,,,,,,,,,,,7,Elvira Núñez Calzado,,
AUT,1,1,D,1,1,20,-5,TIGHT,L,,,Y-BACK,Pass,Complete,1,1,5,R,3,DALLAS WAKANDA,,,,,,,,,13,Cris Gómez,1,María Vidal,,
AUT,2,1,D,1,2,15,-10,SLOT,R,,,Y-MEDIO,Pass,Complete,1,1,11,L,1,FALCON,,,,,,,,,,,1,María Vidal,,
AUT,3,1,D,1,3,4,-21,TIGHT,R,,,C-CROSS,Pass,1st DN,1,1,14,R,6,DALLAS WAKANDA,,,,,,,,,8,Ana Leal,1,María Vidal,,
AUT,4,1,D,1,1,15,15,SLOT,L,,,QUICK PITCH,Pass,Complete,1,1,5,L,2,KANSAS,,,,,,,,,8,Ana Leal,1,María Vidal,,
AUT,5,1,D,1,2,10,10,SLOT,L,,,SLOW HITCH,Pass,"Complete, TD",1,1,10,R,3,DALLAS,,,,,,,,,,,1,María Vidal,,
AUT,6,1,K,1,0,5,5,SLOT,L,,,C-CROSS,Extra Pt. Block,Good,1,1,5,L,1,REGULAR,,,,,,,,,,,,,,
AUT,7,1,O,1,1,20,-5,SLOT,R,,,,Pass,Incomplete,1,0,0,L,1,,10,Monica Rafecas,,,,,,,,,,,,
AUT,8,1,O,1,2,20,-5,SLOT,L,,,,Pass,Complete,1,1,19,L,5,,10,Monica Rafecas,11,Emma García,,,,,,,,,,
AUT,9,1,O,1,3,1,-24,SLOT,R,,,,Pass,1st DN,1,1,25,R,9,,10,Monica Rafecas,4,Maria del Mar,,,,,,,,,,
AUT,10,1,O,1,1,1,1,SLOT,L,,,,Pass,"Complete, TD",1,1,1,L,1,,10,Monica Rafecas,11,Emma García,,,,,,,,,,
AUT,11,1,K,1,0,,5,SLOT,R,,,,Extra Pt.,No Good,1,0,,R,3,,10,Monica Rafecas,9,Olga Sotillo Val,,,,,,,,,,
AUT,12,1,D,2,1,20,-5,SLOT,L,,,,Pass,Complete,1,1,5,R,2,DALLAS WAKANDA,,,,,,,,,8,Ana Leal,1,María Vidal,,
AUT,13,1,D,2,2,15,-10,SLOT,L,,,SLOW HITCH,Pass,1st DN,1,1,18,R,3,REGULAR,,,,,,,,,13,Cris Gómez,1,María Vidal,,
AUT,14,1,D,2,1,21,21,SLOT,R,,,FLOOD,Pass,Penalty,,,-5,L,7,KANSAS,,,,,,,,,,,1,María Vidal,,
AUT,15,1,D,2,1,26,26,TIGHT,R,,,C-CROSS Z-MEDIO,Pass,Incomplete,1,0,0,R,5,DALLAS,,,,,,,,,,,1,María Vidal,,
AUT,16,1,D,2,2,26,26,TIGHT,R,,,C-CROSS,Pass,Complete,1,1,7,R,3,DALLAS,,,,,,,,,8,Ana Leal,1,María Vidal,,
AUT,17,1,D,2,3,19,19,SLOT,L,,,FLOOD,Pass,Incomplete,1,0,0,L,1,DALLAS,,,,,,,,,,,7,Elvira Núñez Calzado,,
AUT,18,1,D,2,4,19,19,SLOT,R,,,C-CROSS,Pass,Interception,1,0,0,R,8,LINE,,,,,5,Estefanía Sastre Lois,,,,,7,Elvira Núñez Calzado,,
AUT,19,1,O,2,1,20,-5,SLOT,L,,,,Pass,Complete,1,1,8,R,3,,10,Monica Rafecas,4,Maria del Mar,,,,,,,,,,
AUT,20,1,O,2,2,12,-13,SLOT,R,,,,Pass,Complete,1,1,9,R,2,,10,Monica Rafecas,9,Olga Sotillo Val,,,,,,,,,,
AUT,21,1,O,2,3,3,-22,TIGHT,R,,,,Pass,1st DN,1,1,8,L,1,,10,Monica Rafecas,3,Violeta Alexandra Wiksten,,,,,,,,,,
AUT,22,1,O,2,1,9,9,DOBLE TIGHT,R,,,,Run,"Rush, TD",,,9,L,,,,,,,,,,,,,,,9,Olga Sotillo Val
AUT,23,1,K,2,0,,5,SLOT,R,,,,Extra Pt.,Good,1,1,,R,9,,10,Monica Rafecas,4,Maria del Mar,,,,,,,,,,
AUT,24,1,D,3,1,20,-5,SLOT,R,,,SLOW HITCH,Pass,Incomplete,1,0,0,R,3,KANSAS,,,,,,,,,8,Ana Leal,1,María Vidal,,
AUT,25,1,D,3,2,20,-5,SLOT,L,,,Y-MEDIO,Pass,Batted Down,1,0,0,L,5,DALLAS,,,,,,,13,Cris Gómez,,,1,María Vidal,,
AUT,26,1,D,3,3,20,-5,SLOT,L,,,HITCHES,Pass,Incomplete,1,0,0,L,1,DALLAS,,,,,,,,,,,1,María Vidal,,
AUT,27,1,D,3,4,20,-5,SLOT,R,,,SLOW HITCH,Pass,Complete,1,1,14,R,3,LINE,,,,,,,,,8,Ana Leal,1,María Vidal,,
AUT,28,1,O,3,1,20,-5,SLOT,R,,,,Pass,Incomplete,1,0,0,L,7,,10,Monica Rafecas,,,,,,,,,,,,
AUT,29,1,O,3,2,20,-5,SLOT,L,,,,Pass,Complete,1,1,9,R,3,,10,Monica Rafecas,3,Violeta Alexandra Wiksten,,,,,,,,,,
AUT,30,1,O,3,3,11,-14,ISO,L,,,,Run,Rush,,,-1,R,,,,,,,,,,,,,,,9,Olga Sotillo Val
AUT,31,1,O,3,4,12,-13,ISO,L,Z,R,,Pass,Batted Down,1,0,0,R,3,,10,Monica Rafecas,,,,,,,,,,,,
AUT,32,1,D,4,1,20,-5,SLOT,R,,,SLOW HITCH,Pass,Complete,1,1,9,R,3,JAULA,,,,,,,,,6,Laia Girona,1,María Vidal,,
AUT,33,1,D,4,2,11,-14,SLOT,L,,,SLOW HITCH,Pass,Complete,1,1,10,L,2,JAULA,,,,,,,,,8,Ana Leal,1,María Vidal,,
AUT,34,1,D,4,3,1,-24,SLOT,R,,,Y-MEDIO,Pass,1st DN,1,1,13,R,2,DALLAS,,,,,,,,,13,Cris Gómez,1,María Vidal,,
AUT,35,1,D,4,1,13,13,SLOT,L,,,SLOW HITCH,Pass,Complete,1,1,9,R,3,DALLAS,,,,,,,,,13,Cris Gómez,1,María Vidal,,
AUT,36,1,D,4,2,4,4,SLOT,R,,,C-CROSS,Pass,Incomplete,1,0,0,R,6,GOAL LINE,,,,,,,,,,,1,María Vidal,,
AUT,37,1,D,4,3,4,4,SLOT,L,,,X-CROSS,Pass,Incomplete,1,0,0,L,4,GOAL LINE,,,,,,,,,,,1,María Vidal,,
AUT,38,1,D,4,4,4,4,SLOT,R,,,C-CROSS,Pass,"Complete, TD",1,1,4,R,3,GOAL LINE,,,,,,,,,,,1,María Vidal,,
AUT,39,1,K,4,0,,5,SLOT,L,,,,Extra Pt. Block,Good,1,1,5,L,1,GOAL LINE,,,,,,,,,,,,,,
AUT,40,1,O,4,1,20,-5,SLOT,R,,,,Pass,Incomplete,1,0,0,L,1,,10,Monica Rafecas,,,,,,,,,,,,
AUT,41,1,O,4,2,20,-5,SLOT,L,,,,Pass,Complete,1,1,6,R,3,,10,Monica Rafecas,3,Violeta Alexandra Wiksten,,,,,,,,,,
AUT,42,1,O,4,3,14,-11,SLOT,R,,,,Pass,Sack,,,-1,R,,,3,Violeta Alexandra Wiksten,,,,,,,,,,,,
AUT,43,2,O,5,1,20,-5,SLOT TIGHT,R,,,,Pass,Complete,1,1,12,R,3,,10,Monica Rafecas,9,Olga Sotillo Val,,,,,,,,,,
AUT,44,2,O,5,2,8,-17,ISO,L,,,,Pass,Incomplete,1,0,0,R,3,,10,Monica Rafecas,,,,,,,,,,,,
AUT,45,2,O,5,3,8,-17,ISO,L,,,,Run,Rush,,,0,R,,,,,,,,,,,,,,,9,Olga Sotillo Val
AUT,46,2,O,5,4,8,-17,ISO,L,,,,Pass,1st DN,1,1,10,L,4,,10,Monica Rafecas,9,Olga Sotillo Val,,,,,,,,,,
AUT,47,2,O,5,1,23,23,SLOT,R,,,,Pass,Complete,1,1,7,R,6,,10,Monica Rafecas,4,Maria del Mar,,,,,,,,,,
AUT,48,2,O,5,2,16,16,DOBLE TIGHT,R,,,,Run,Rush,,,3,L,,,,,,,,,,,,,,,9,Olga Sotillo Val
AUT,49,2,O,5,3,13,13,SLOT TIGHT,R,,,,Pass,Incomplete,1,0,0,R,5,,10,Monica Rafecas,,,,,,,,,,,,
AUT,50,2,O,5,4,13,13,TRIPS,R,,,,Pass,Batted Down,1,0,0,R,5,,10,Monica Rafecas,,,,,,,,,,,,
AUT,51,2,D,5,1,20,-5,SLOT,L,,,SLOW HITCH,Pass,Complete,1,1,5,R,3,REGULAR,,,,,,,,,6,Laia Girona,1,María Vidal,,
AUT,52,2,D,5,2,15,-10,TIGHT,R,,,SLOW HITCH,Pass,Complete,1,1,9,L,1,REGULAR,,,,,,,,,6,Laia Girona,1,María Vidal,,
AUT,53,2,D,5,3,6,-19,SLOT,L,,,SMASH,Pass,Incomplete,1,0,0,R,3,KANSAS,,,,,,,,,,,1,María Vidal,,
AUT,54,2,D,5,4,6,-19,SLOT,R,,,GANCHOS X-BACK,Pass,Incomplete,1,0,0,L,8,REGULAR,,,,,,,,,,,1,María Vidal,,
AUT,55,2,O,6,1,20,-5,SLOT,L,,,,Pass,Complete,1,1,11,L,2,,10,Monica Rafecas,3,Violeta Alexandra Wiksten,,,,,,,,,,
AUT,56,2,O,6,2,9,-16,SLOT,L,,,,Pass,Complete,1,1,3,L,1,,10,Monica Rafecas,11,Emma García,,,,,,,,,,
AUT,57,2,O,6,3,6,-19,ISO,L,,,,Pass,1st DN,1,1,25,R,9,,10,Monica Rafecas,11,Emma García,,,,,,,,,,
AUT,58,2,O,6,1,6,6,SLOT,L,,,,Pass,Dropped,1,0,0,R,3,,10,Monica Rafecas,4,Maria del Mar,,,,,,,,,,
AUT,59,2,O,6,2,6,6,DOBLE TIGHT,R,,,,Pass,Complete,1,1,5,R,3,,10,Monica Rafecas,3,Violeta Alexandra Wiksten,,,,,,,,,,
AUT,60,2,O,6,3,2,2,SLOT,L,,,,Pass,"Complete, TD",1,1,2,L,1,,10,Monica Rafecas,11,Emma García,,,,,,,,,,
AUT,61,2,K,6,0,,10,SLOT,L,,,,2 Pt.,Good,1,1,,L,8,,10,Monica Rafecas,11,Emma García,,,,,,,,,,
AUT,62,2,D,6,1,20,-5,TIGHT,R,,,C-CROSS,Pass,Dropped,1,0,0,R,3,REGULAR,,,,,,,,,,,1,María Vidal,,
AUT,63,2,D,6,2,20,-5,SLOT,R,,,GANCHOS,Pass,Complete,1,1,13,L,1,DALLAS,,,,,,,,,13,Cris Gómez,1,María Vidal,,
AUT,64,2,D,6,3,7,-18,SLOT,L,,,Y-MEDIO,Pass,1st DN,1,1,15,L,2,REGULAR,,,,,,,,,6,Laia Girona,1,María Vidal,,
AUT,65,2,D,6,1,19,19,SLOT,R,,,GANCHOS,Pass,Complete,1,1,10,R,2,REGULAR,,,,,,,,,8,Ana Leal,1,María Vidal,,
AUT,66,2,D,6,2,9,9,SLOT,R,,,GANCHOS Z-GO,Pass,"Complete, TD",1,1,9,R,9,REGULAR,,,,,,,,,,,7,Elvira Núñez Calzado,,
AUT,67,2,K,6,0,,3,SLOT,L,,,,2 Pt. Defend,Good,1,1,,L,4,DALLAS WAKANDA,,,,,,,,,,,,,,
AUT,68,2,O,7,1,22,-3,SLOT TIGHT,R,,,,Pass,Incomplete,1,0,0,L,7,,10,Monica Rafecas,,,,,,,,,,,,
AUT,69,2,O,7,2,22,-3,SLOT,L,,,,Pass,Complete,1,1,4,R,3,,10,Monica Rafecas,3,Violeta Alexandra Wiksten,,,,,,,,,,
AUT,70,2,O,7,3,18,-7,SLOT,L,,,,Pass,Penalty,,,10,R,9,,10,Monica Rafecas,4,Maria del Mar,,,,,,,,,,
AUT,71,2,O,7,1,7,-18,DOBLE TIGHT,R,,,,Pass,Complete,1,1,6,R,3,,10,Monica Rafecas,3,Violeta Alexandra Wiksten,,,,,,,,,,
AUT,72,2,O,7,2,1,-24,SLOT,R,,,,Pass,"Complete, TD",1,1,26,R,8,,10,Monica Rafecas,9,Olga Sotillo Val,,,,,,,,,,
AUT,73,2,K,7,0,,5,SLOT,R,,,,Extra Pt.,Good,1,1,,R,2,,10,Monica Rafecas,9,Olga Sotillo Val,,,,,,,,,,
AUT,74,2,D,7,1,20,-5,SLOT,L,,,QUICK PITCH,Pass,Complete,1,1,8,L,1,REGULAR,,,,,,,,,8,Ana Leal,1,María Vidal,,
AUT,75,2,D,7,2,12,-13,SLOT,R,,,GANCHOS LARGOS,Pass,1st DN,1,1,13,R,2,FALCON,,,,,,,,,8,Ana Leal,1,María Vidal,,
AUT,76,2,D,7,1,24,24,SLOT,R,,,GANCHOS LARGOS,Pass,Complete,1,1,13,R,2,KANSAS,,,,,,,,,6,Laia Girona,7,Elvira Núñez Calzado,,
AUT,77,2,D,7,2,11,11,SLOT,R,,,GANCHOS,Pass,Complete,1,1,8,R,2,GOAL LINE,,,,,,,,,8,Ana Leal,7,Elvira Núñez Calzado,,
AUT,78,2,D,7,3,3,3,SLOT,R,,,C-BACK,Pass,Incomplete,1,0,0,R,6,REGULAR,,,,,,,,,,,1,María Vidal,,
AUT,79,2,D,7,4,3,3,SLOT,R,,,C-CROSS Y-PICK,Pass,"Complete, TD",1,1,3,R,3,REGULAR,,,,,,,,,,,1,María Vidal,,
AUT,80,2,K,7,0,,5,SLOT,R,,,,Extra Pt. Block,Good,1,1,5,R,6,REGULAR,,,,,,,,,,,,,,
AUT,81,2,O,8,1,20,-5,TIGHT,R,,,,Pass,Complete,1,1,7,R,3,,10,Monica Rafecas,9,Olga Sotillo Val,,,,,,,,,,
AUT,82,2,O,8,2,13,-12,SLOT,R,,,,Pass,Complete,1,1,7,R,3,,9,Olga Sotillo Val,4,Maria del Mar,,,,,,,,,,
AUT,83,2,O,8,3,6,-19,TRIPS,R,,,,Pass,1st DN,1,1,12,R,2,,10,Monica Rafecas,9,Olga Sotillo Val,,,,,,,,,,
AUT,84,2,O,8,1,19,19,TRIPS,R,,,,Pass,Batted Down,1,0,0,R,9,,10,Monica Rafecas,,,,,,,,,,,,
FRA,1,1,D,1,1,20,-5,TRIPS,R,,,,Pass,Complete,1,1,18,L,7,REGULAR,,,,,,,,,,,1,María Vidal,,
FRA,2,1,D,1,2,2,-23,SLOT,R,,,GADCHET,Run,Rush,,,6,L,,DALLAS,,,,,,,,,13,Cris Gómez,1,María Vidal,,
FRA,3,1,D,1,1,21,21,SLOT,R,,,,Pass,Complete,1,1,8,L,1,DALLAS,,,,,,,,,13,Cris Gómez,1,María Vidal,,
FRA,4,1,D,1,2,13,13,BUNCH,R,,,Z-STICK,Pass,Complete,1,1,5,R,3,DALLAS,,,,,,,,,8,Ana Leal,1,María Vidal,,
FRA,5,1,D,1,3,8,8,SLOT,R,,,C-BACK,Pass,Batted Down,1,0,0,R,9,REGULAR,,,,,,,8,Ana Leal,,,,,,
FRA,6,1,D,1,4,8,8,ARROW,L,,,,Pass,Penalty,,,-5,,,,,,,,,,,,,,1,María Vidal,,
FRA,7,1,D,1,4,13,13,SLOT,R,,,DOBLE QB,Pass,Complete,1,1,11,R,6,LINE,,,,,,,,,13,Cris Gómez,1,María Vidal,,
FRA,8,1,O,1,1,20,-5,SLOT,R,,,COUGAR,Pass,Incomplete,1,0,0,R,9,,10,Monica Rafecas,,,,,,,,,,,,
FRA,9,1,O,1,2,20,-5,SLOT,R,,,HITCHES,Pass,Complete,1,1,11,R,2,,10,Monica Rafecas,9,Olga Sotillo Val,,,,,,,,,,
FRA,10,1,O,1,3,9,-16,SLOT,R,,,Z-MEDIO,Pass,Complete,1,1,6,L,1,,10,Monica Rafecas,3,Violeta Alexandra Wiksten,,,,,,,,,,
FRA,11,1,O,1,4,3,-22,SLOT,R,,,BREAD AND BUTTER,Pass,1st DN,1,1,10,R,3,,10,Monica Rafecas,9,Olga Sotillo Val,,,,,,,,,,
FRA,12,1,O,1,1,18,18,,,,,FRENCHIE Y-GO,Pass,"Complete, TD",1,1,18,R,8,,10,Monica Rafecas,9,Olga Sotillo Val,,,,,,,,,,
FRA,13,1,K,1,0,5,5,SLOT,R,,,BREAD AND BUTTER,Extra Pt.,No Good,1,0,,R,3,,10,Monica Rafecas,,,,,,,,,,,,
FRA,14,1,D,2,1,20,-5,SLOT,L,,,Y-STICK,Pass,Complete,1,1,12,R,3,REGULAR,,,,,,,,,6,Laia Girona,1,María Vidal,,
FRA,15,1,D,2,2,8,-17,SLOT,R,,,GANCHOS,Pass,Complete,1,1,7,R,3,KANSAS,,,,,,,,,8,Ana Leal,1,María Vidal,,
FRA,16,1,D,2,3,1,-24,SLOT,L,,,,Pass,"Complete, TD",1,1,26,R,9,DALLAS,,,,,,,,,,,1,María Vidal,,
FRA,17,1,K,2,0,5,5,BUNCH,R,,,,Extra Pt. Block,Good,1,1,5,L,4,GOAL LINE,,,,,,,,,,,1,María Vidal,,
FRA,18,1,O,2,1,20,-5,SLOT,L,,,X-MEDIO,Pass,Complete,1,1,12,L,2,,10,Monica Rafecas,11,Emma García,,,,,,,,,,
FRA,19,1,O,2,2,8,-17,SLOT,L,,,MONEY,Pass,Incomplete,1,0,0,R,1,,10,Monica Rafecas,,,,,,,,,,,,
FRA,20,1,O,2,3,8,-17,ISO,R,,,ISO DRAG,Pass,Sack,,,-5,,,,10,Monica Rafecas,,,,,,,,,,,,
FRA,21,1,O,2,4,13,-12,TRIPS,R,,,FRENCHFRIES,Pass,Batted Down,1,0,0,R,6,,10,Monica Rafecas,,,,,,,,,,,,
FRA,22,1,D,3,1,20,-5,SLOT,R,,,Y-STICK,Pass,Dropped,1,0,0,R,3,DALLAS,,,,,,,,,,,1,María Vidal,,
FRA,23,1,D,3,2,20,-5,SLOT,L,,,Y-MEDIO,Pass,Batted Down,1,0,0,R,9,DALLAS,,,,,,,6,Laia Girona,,,1,María Vidal,,
FRA,24,1,D,3,3,20,-5,ARROW,L,,,,Pass,Complete,1,1,11,L,4,DALLAS,,,,,,,,,,,1,María Vidal,,
FRA,25,1,D,3,4,9,-16,BUNCH,R,,,,Pass,Incomplete,1,0,0,L,5,KANSAS,,,,,,,,,,,1,María Vidal,,
FRA,26,1,O,3,1,20,-5,ISO,L,,,ISO DRAG,Pass,Complete,1,1,14,L,2,,10,Monica Rafecas,3,Violeta Alexandra Wiksten,,,,,,,,,,
FRA,27,1,O,3,2,6,-19,SLOT,L,,,HITCHES,Pass,Incomplete,1,0,0,R,9,,10,Monica Rafecas,,,,,,,,,,,,
FRA,28,1,O,3,3,6,-19,SLOT,L,,,Z-MEDIO,Pass,1st DN,1,1,23,R,2,,10,Monica Rafecas,4,Maria del Mar,,,,,,,,,,
FRA,29,1,O,3,1,8,8,DOBLE TIGHT,R,,,FRENCHIE,Pass,Complete,1,1,5,R,3,,10,Monica Rafecas,3,Violeta Alexandra Wiksten,,,,,,,,,,
FRA,30,1,O,3,2,3,3,SLOT,L,,,DAREDEVIL,Pass,"Complete, TD",1,1,3,L,1,,10,Monica Rafecas,11,Emma García,,,,,,,,,,
FRA,31,1,K,3,0,5,5,ISO,L,,,ISO BUNCH5,Extra Pt.,Good,1,1,,R,3,,10,Monica Rafecas,3,Violeta Alexandra Wiksten,,,,,,,,,,
FRA,32,1,D,4,1,20,-5,TRIPS,R,,,C-STICK,Pass,Complete,1,1,7,L,1,REGULAR,,,,,,,,,6,Laia Girona,1,María Vidal,,
FRA,33,1,D,4,2,13,-12,TRIPS,L,,,C-STICK,Pass,Complete,1,1,9,L,1,DALLAS,,,,,,,,,,,1,María Vidal,,
FRA,34,1,D,4,3,4,-21,TRIPS,L,,,C-STICK,Pass,Batted Down,1,0,0,L,7,KANSAS,,,,,,,13,Cris Gómez,,,7,Elvira Núñez Calzado,,
FRA,35,1,D,4,4,4,-21,BUNCH,R,,,Z-STICK,Pass,1st DN,1,1,7,R,3,REGULAR,,,,,,,,,6,Laia Girona,7,Elvira Núñez Calzado,,
FRA,36,1,D,4,1,22,22,SLOT,L,,,Z-CROSS,Pass,Interception,1,0,0,R,9,DALLAS,,,,,6,Laia Girona,,,,,1,María Vidal,,
